codigoRPA,codigoSIA,nombre,nombrePantalla,codigoFamilia,familia,codigoMateria,materia,consejeria,consejeriaDIR3,estado,vigente,fechaAlta,fechaBaja
13780,786354,Evaluación de Informe de Seguridad según RD por el que se aprueban medidas de control de los riesgos inherentes a los accidentes graves en los que intervengan sustancias peligrosas,13780 - Evaluación de Informe de Seguridad según RD por el que se aprueban medidas de control de los riesgos inherentes a los accidentes graves en los que intervengan sustancias peligrosas,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,26/03/2018,
13781,786356,Habilitación de organismos de control. Presentación Declaración Responsable.,13781 - Habilitación de organismos de control. Presentación Declaración Responsable.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,26/03/2018,
13807,1256975,Autorización administrativa previa de extensiones de redes existentes de gases combustibles canalizados.,13807 - Autorización administrativa previa de extensiones de redes existentes de gases combustibles canalizados.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,15/06/2018,
13810,1256977,Autorización administrativa previa de acometidas gasistas.,13810 - Autorización administrativa previa de acometidas gasistas.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,15/06/2018,
13811,1324919,Concurrencia para la distribución de gas combustible canalizado. Inicio de oficio.,13811 - Concurrencia para la distribución de gas combustible canalizado. Inicio de oficio.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,16/07/2018,
13812,1256972,Concurrencia para la distribución de gas combustible canalizado. Inicio a instancia de parte.,13812 - Concurrencia para la distribución de gas combustible canalizado. Inicio a instancia de parte.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,15/06/2018,
14323,1017801,Autorización de empresas o entidades para la venta y asistencia técnica de equipos e instalaciones de rayos X con fines de diagnóstico médico (EVAT).,14323 - Autorización de empresas o entidades para la venta y asistencia técnica de equipos e instalaciones de rayos X con fines de diagnóstico médico (EVAT).,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,30/04/2018,
14401,1031699,Reparador de instrumentos de medida sometidos al control metrológico,14401 - Reparador de instrumentos de medida sometidos al control metrológico,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,04/05/2018,
14861,1814205,Ayudas para la concesión de subvenciones en régimen de concurrencia competitiva a la extensión de la cobertura de redes de banda ancha de nueva generación,14861 - Ayudas para la concesión de subvenciones en régimen de concurrencia competitiva a la extensión de la cobertura de redes de banda ancha de nueva generación,2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,25/09/2018,
15230,1286286,Habilitación de Entidades que desarrollen actividades de impartición de cursos conducentes a la habilitación de operarios cualificados para sistemas de protección contra incendios,15230 - Habilitación de Entidades que desarrollen actividades de impartición de cursos conducentes a la habilitación de operarios cualificados para sistemas de protección contra incendios,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,02/07/2018,
15476,1349921,Acreditación entidades de formación autorizadas en el reglamento de instalaciones térmicas en los edificios.,15476 - Acreditación entidades de formación autorizadas en el reglamento de instalaciones térmicas en los edificios.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,17/07/2018,
17210,1997958,Solicitud de trámites en proyectos existentes. Incentivos Regionales.,17210 - Solicitud de trámites en proyectos existentes. Incentivos Regionales.,2,"Familia 2. Subvenciones, becas y premios",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,30/01/2019,
17215,2085542,Modificación del proyecto. Incentivos Regionales.,17215 - Modificación del proyecto. Incentivos Regionales.,2,"Familia 2. Subvenciones, becas y premios",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,30/04/2019,
17218,1997961,Solicitud de cobro de subvención. Incentivos Regionales.,17218 - Solicitud de cobro de subvención. Incentivos Regionales.,2,"Familia 2. Subvenciones, becas y premios",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,30/01/2019,
17219,1997959,Solicitud de beneficios de Incentivos Regionales.,17219 - Solicitud de beneficios de Incentivos Regionales.,2,"Familia 2. Subvenciones, becas y premios",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,30/01/2019,
17220,1997960,Solicitud de modificación de plazo. Incentivos Regionales.,17220 - Solicitud de modificación de plazo. Incentivos Regionales.,2,"Familia 2. Subvenciones, becas y premios",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,30/01/2019,
17221,2085543,Cambio de titularidad del proyecto. Incentivos Regionales.,17221 - Cambio de titularidad del proyecto. Incentivos Regionales.,2,"Familia 2. Subvenciones, becas y premios",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,30/04/2019,
17828,2085442,"Convocatoria de incentivos de mejora energética del transporte en Andalucía (MOVES, MOVES II, MOVES III y MOVES III 2025)","17828 - Convocatoria de incentivos de mejora energética del transporte en Andalucía (MOVES, MOVES II, MOVES III y MOVES III 2025)",2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,26/04/2019,
18138,2087415,Actividades Mineras: Explotación recursos de la Sección A),18138 - Actividades Mineras: Explotación recursos de la Sección A),1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,20/05/2019,
18139,2087416,Actividades Mineras: Permiso de Investigación recursos de la Sección C) o D),18139 - Actividades Mineras: Permiso de Investigación recursos de la Sección C) o D),1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,20/05/2019,
18140,2087418,Actividades Mineras: Concesión Derivada de Explotación de la Sección C) o D),18140 - Actividades Mineras: Concesión Derivada de Explotación de la Sección C) o D),1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,20/05/2019,
18141,2087417,Actividades Mineras: Concesión Directa de Explotación de la Sección C) o D),18141 - Actividades Mineras: Concesión Directa de Explotación de la Sección C) o D),1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,20/05/2019,
18145,2092503,"Actividades Mineras: Prórroga Permiso de Investigación, recursos de la Sección C) o D)","18145 - Actividades Mineras: Prórroga Permiso de Investigación, recursos de la Sección C) o D)",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,21/05/2019,
18147,2092505,"Actividades Mineras: Prorroga Concesión de Explotación, recursos de la Sección C) o D)","18147 - Actividades Mineras: Prorroga Concesión de Explotación, recursos de la Sección C) o D)",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,21/05/2019,
18148,2092504,Actividades Mineras: Declaración de agua minerales o termales,18148 - Actividades Mineras: Declaración de agua minerales o termales,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,21/05/2019,
18149,2092507,Actividades mineras: Aprovechamiento de agua minerales o termales,18149 - Actividades mineras: Aprovechamiento de agua minerales o termales,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,21/05/2019,
18150,2092508,Actividades mineras: Declaración de yacimiento de origen no natural,18150 - Actividades mineras: Declaración de yacimiento de origen no natural,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,21/05/2019,
18151,2092509,Actividades mineras: Autorización de yacimiento de origen no natural,18151 - Actividades mineras: Autorización de yacimiento de origen no natural,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,21/05/2019,
18153,2092510,"Actividades mineras: Caducidad de cualquier derecho minero, a petición del titular.","18153 - Actividades mineras: Caducidad de cualquier derecho minero, a petición del titular.",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,21/05/2019,
18494,2450388,"Solicitud de inscripción en el registro administrativo de autoconsumo al amparo de lo regulado en el Real Decreto 244/2019, de 5 de abril.","18494 - Solicitud de inscripción en el registro administrativo de autoconsumo al amparo de lo regulado en el Real Decreto 244/2019, de 5 de abril.",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,02/07/2019,
18578,2179823,Convocatoria incentivos eficiencia energética industria,18578 - Convocatoria incentivos eficiencia energética industria,2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,28/08/2019,
20331,2263158,Actividades mineras: Autorización para la ejecución de Sondeos para captación de agua subterránea,20331 - Actividades mineras: Autorización para la ejecución de Sondeos para captación de agua subterránea,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,13/02/2020,
20552,2264431,Actividades mineras: Comunicación de la designación de Director Facultativo en actividades mineras y/o aceptación.,20552 - Actividades mineras: Comunicación de la designación de Director Facultativo en actividades mineras y/o aceptación.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,24/02/2020,
20555,2264432,Actividades Mineras: Concurso de terrenos comprendidos en derechos mineros caducados de la Sección C) o D),20555 - Actividades Mineras: Concurso de terrenos comprendidos en derechos mineros caducados de la Sección C) o D),1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,24/02/2020,
20559,2264430,"Actividades mineras: Comunicados de los Accidentes de Trabajo, Partes Mensuales, Trimestrales y Anuales de Accidentes y Enfermedades Profesionales en el Ámbito de la Minería","20559 - Actividades mineras: Comunicados de los Accidentes de Trabajo, Partes Mensuales, Trimestrales y Anuales de Accidentes y Enfermedades Profesionales en el Ámbito de la Minería",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,24/02/2020,
21208,2300151,Declaración de actividades laborales con especial exposición a la radiación natural,21208 - Declaración de actividades laborales con especial exposición a la radiación natural,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,22/04/2020,
21209,2300153,"Informe anual de las actividades realizadas por los organismos notificados, de control metrológico y autorizados de verificación metrológica.","21209 - Informe anual de las actividades realizadas por los organismos notificados, de control metrológico y autorizados de verificación metrológica.",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,22/04/2020,
21211,2300152,Comunicación de la actividad de fabricación o importación de objetos de metales preciosos,21211 - Comunicación de la actividad de fabricación o importación de objetos de metales preciosos,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,22/04/2020,
21763,2307483,Reclamación de suministro no doméstico de agua.,21763 - Reclamación de suministro no doméstico de agua.,8,"Familia 8. Información, quejas, sugerencias y agradecimientos",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,26/05/2020,
21764,2309337,Solicitud de numeración de precintos para los reparadores de instrumentos de medida sometidos a control metrológico y para los organismos autorizados de verificación metrológica.,21764 - Solicitud de numeración de precintos para los reparadores de instrumentos de medida sometidos a control metrológico y para los organismos autorizados de verificación metrológica.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,05/06/2020,
21771,2309334,Intervención de los laboratorios autorizados para el ensayo y contraste de metales preciosos,21771 - Intervención de los laboratorios autorizados para el ensayo y contraste de metales preciosos,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,05/06/2020,
21773,2309343,"Comunicaciones de las actuaciones realizadas por los organismos notificados, de control metrológicos o autorizados de verificación metrológica.","21773 - Comunicaciones de las actuaciones realizadas por los organismos notificados, de control metrológicos o autorizados de verificación metrológica.",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,05/06/2020,
21777,2309336,"Comunicaciones de los centros de formación autorizados de profesionales de gases fluorados, gruistas (grúas torre y grúas móviles autopropulsadas) y operarios cualificados para sistemas de protección contra incendios (PCI)","21777 - Comunicaciones de los centros de formación autorizados de profesionales de gases fluorados, gruistas (grúas torre y grúas móviles autopropulsadas) y operarios cualificados para sistemas de protección contra incendios (PCI)",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,05/06/2020,
21784,2309242,"Comunicación de accidentes en instalaciones de seguridad industrial (Ascensores, Equipos a Presión, Incendios en establecimientos industriales, Instalaciones Frigoríficas, APQ)","21784 - Comunicación de accidentes en instalaciones de seguridad industrial (Ascensores, Equipos a Presión, Incendios en establecimientos industriales, Instalaciones Frigoríficas, APQ)",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,04/06/2020,
21787,2309243,Comunicación previa al desmantelamiento de una instalación frigorífica.,21787 - Comunicación previa al desmantelamiento de una instalación frigorífica.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,04/06/2020,
21789,2309241,Comunicación de fugas de refrigerantes fluorados en instalaciones frigoríficas,21789 - Comunicación de fugas de refrigerantes fluorados en instalaciones frigoríficas,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,04/06/2020,
21798,2309341,"Supervisión de las actuaciones de los Organismos de Control (Exclusividad, discrepancias, etc)","21798 - Supervisión de las actuaciones de los Organismos de Control (Exclusividad, discrepancias, etc)",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,05/06/2020,
21831,2309416,Autorización de soluciones alternativas de seguridad equivalente en Reglamentos de Seguridad Industrial,21831 - Autorización de soluciones alternativas de seguridad equivalente en Reglamentos de Seguridad Industrial,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,08/06/2020,
21835,2309335,Comunicación de las memorias anuales de los Organismos de Control.,21835 - Comunicación de las memorias anuales de los Organismos de Control.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,05/06/2020,
21845,2309340,Alta usuario Administrador único de SIOCA,21845 - Alta usuario Administrador único de SIOCA,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,05/06/2020,
21861,2309419,"Autorización de estaciones ITV. Nuevas, ampliaciones y reformas de líneas de inspección.","21861 - Autorización de estaciones ITV. Nuevas, ampliaciones y reformas de líneas de inspección.",1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,08/06/2020,
22001,2308916,Equipos a presión en servicio: Comunicación de puesta en servicio tras defecto grave.,22001 - Equipos a presión en servicio: Comunicación de puesta en servicio tras defecto grave.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,02/06/2020,
22002,2309338,Equipos a presión en servicio: Autorización de pruebas sustitutivas o condiciones de inspección alternativas.,22002 - Equipos a presión en servicio: Autorización de pruebas sustitutivas o condiciones de inspección alternativas.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,05/06/2020,
22006,2309082,Cambio de titularidad en instalaciones industriales,22006 - Cambio de titularidad en instalaciones industriales,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,03/06/2020,
22060,2309418,Solicitud de antecedentes de vehículos,22060 - Solicitud de antecedentes de vehículos,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,08/06/2020,
22098,2309417,Cambio de titularidad en establecimientos industriales,22098 - Cambio de titularidad en establecimientos industriales,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,08/06/2020,
22120,2309457,Comunicación de puesta en funcionamiento de un ascensor que fue dejado fuera de servicio después de un accidente.,22120 - Comunicación de puesta en funcionamiento de un ascensor que fue dejado fuera de servicio después de un accidente.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,09/06/2020,
22121,2309459,Solicitud de reconocimiento de la situación de excepcionalidad para la instalación o modificación de un ascensor en relación a los espacios libres o refugios (foso o huida reducida).,22121 - Solicitud de reconocimiento de la situación de excepcionalidad para la instalación o modificación de un ascensor en relación a los espacios libres o refugios (foso o huida reducida).,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,09/06/2020,
22123,2309460,Inspección y supervisión en materia de Industria,22123 - Inspección y supervisión en materia de Industria,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,09/06/2020,
22124,2309458,Denuncias en materia de Industria,22124 - Denuncias en materia de Industria,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,09/06/2020,
22175,2310017,Intervención de las estaciones de ITV,22175 - Intervención de las estaciones de ITV,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,12/06/2020,
22176,2310018,Autorización de retroquelado del número de bastidor,22176 - Autorización de retroquelado del número de bastidor,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,12/06/2020,
22194,2310407,Sancionador en materia de industria.,22194 - Sancionador en materia de industria.,6,Familia 6. Sancionadores,8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,16/06/2020,
23175,2328324,Exención de la obligación de instalar sistemas de contabilización individualizada en instalaciones térmicas centralizadas de edificios,23175 - Exención de la obligación de instalar sistemas de contabilización individualizada en instalaciones térmicas centralizadas de edificios,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,10/09/2020,
23524,2405242,"Programa Rehabilitación Energética Edificios (PREE) existentes en Andalucía, y se regula concesión directa de las ayudas de este programa a las comunidades autónomas y las ciudades de Ceuta y Melilla.","23524 - Programa Rehabilitación Energética Edificios (PREE) existentes en Andalucía, y se regula concesión directa de las ayudas de este programa a las comunidades autónomas y las ciudades de Ceuta y Melilla.",2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,13/10/2020,
23538,2346342,RECURSOS ADMINISTRATIVO EN MATERIA DE MINAS,23538 - RECURSOS ADMINISTRATIVO EN MATERIA DE MINAS,12,"Familia 12. Convenios, responsabilidad patrimonial y revisión de la actuación administrativa",5,Economía y tributos,Consejería de Política Industrial y Energía,A01041433,A,True,14/10/2020,
23735,2350265,Recurso administrativo industria,23735 - Recurso administrativo industria,12,"Familia 12. Convenios, responsabilidad patrimonial y revisión de la actuación administrativa",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,26/10/2020,
23926,2351874,Procedimiento para remisión de Tarjetas ITV reformadas al archivo provincial de vehículos,23926 - Procedimiento para remisión de Tarjetas ITV reformadas al archivo provincial de vehículos,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,16/11/2020,
24493,2410236,Solicitud de pronunciamiento sobre la adecuada constitución de una garantía para la tramitación del permiso de acceso y conexión de una instalación de producción de energía eléctrica.,24493 - Solicitud de pronunciamiento sobre la adecuada constitución de una garantía para la tramitación del permiso de acceso y conexión de una instalación de producción de energía eléctrica.,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,26/02/2021,
24636,2414532,Convocatoria programa eficiencia energética explotaciones agropecuarias,24636 - Convocatoria programa eficiencia energética explotaciones agropecuarias,2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,30/04/2021,
24726,2451429,Convocatoria programas Autoconsumo,24726 - Convocatoria programas Autoconsumo,2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,29/07/2021,
24747,2636905,Concesión de Incentivos Complementarios de los Incentivos Económicos Regionales,24747 - Concesión de Incentivos Complementarios de los Incentivos Económicos Regionales,2,"Familia 2. Subvenciones, becas y premios",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,20/09/2021,
24779,2510049,Programa de ayudas para actuaciones de rehabilitación energética para edificios existentes en municipios de reto demográfico (Programa PREE5000).,24779 - Programa de ayudas para actuaciones de rehabilitación energética para edificios existentes en municipios de reto demográfico (Programa PREE5000).,2,"Familia 2. Subvenciones, becas y premios",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,15/10/2021,
24797,2509580,Actividades mineras: Permiso de Exploración de la Sección C) o D),24797 - Actividades mineras: Permiso de Exploración de la Sección C) o D),1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,26/10/2021,
24798,2509582,Actividades Mineras: Permiso de Investigación de Hidrocarburos,24798 - Actividades Mineras: Permiso de Investigación de Hidrocarburos,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,26/10/2021,
24800,2509826,Actividades Mineras: Permiso de Exploración de Hidrocarburos,24800 - Actividades Mineras: Permiso de Exploración de Hidrocarburos,1,"Familia 1. Comunicaciones previas, autorizaciones, acreditaciones, e inscripciones registrales",8,Empresa y comercio,Consejería de Política Industrial y Energía,A01041433,A,True,27/10/2021,
24814,2563014,"Subvenciones, en régimen de concurrencia competitiva, dirigidas a entidades asociativas sin ánimo de lucro en zonas desfavorecidas de Andalucía para la dinamización de centros de competencias digitales (Línea Puntos Vuela Inclusión Digital Apertura).","24814 - Subvenciones, en régimen de concurrencia competitiva, dirigidas a entidades asociativas sin ánimo de lucro en zonas desfavorecidas de Andalucía para la dinamización de centros de competencias digitales (Línea Puntos Vuela Inclusión Digital Apertura).",2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,12/11/2021,
24815,2563015,"Subvenciones, en régimen de concurrencia no competitiva, dirigidas a municipios de Andalucía en situación de brecha digital para la dinamización de centros de competencias digitales (Línea Puntos Vuela Ayuntamientos).","24815 - Subvenciones, en régimen de concurrencia no competitiva, dirigidas a municipios de Andalucía en situación de brecha digital para la dinamización de centros de competencias digitales (Línea Puntos Vuela Ayuntamientos).",2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,12/11/2021,
24816,2563017,"Subvenciones, en régimen de concurrencia no competitiva, dirigidas a entidades locales autónomas de Andalucía en situación de brecha digital para la dinamización de centros de competencias digitales (Línea Puntos Vuela ELA).","24816 - Subvenciones, en régimen de concurrencia no competitiva, dirigidas a entidades locales autónomas de Andalucía en situación de brecha digital para la dinamización de centros de competencias digitales (Línea Puntos Vuela ELA).",2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,12/11/2021,
24817,2563016,"Subvenciones, dirigidas a entidades asociativas sin ánimo de lucro en zonas desfavorecidas de Andalucía para la dinamización de centros de competencias digitales (Línea Puntos Vuela Inclusión Digital Mantenimiento).","24817 - Subvenciones, dirigidas a entidades asociativas sin ánimo de lucro en zonas desfavorecidas de Andalucía para la dinamización de centros de competencias digitales (Línea Puntos Vuela Inclusión Digital Mantenimiento).",2,"Familia 2. Subvenciones, becas y premios",9,Investigacion y tecnologia,Consejería de Política Industrial y Energía,A01041433,A,True,12/11/2021,
24837,3056735,Aportación de informe sobre accidentes eléctricos en redes de distribución,24837 - Aportación de informe sobre accidentes eléctricos en redes de distribución,8,"Familia 8. Información, quejas, sugerencias y agradecimientos",25,Energía,Consejería de Política Industrial y Energía,A01041433,A,True,23/04/2024,
24921,2965199,"Subvenciones destinadas a la realización de diversas actuaciones de mejora de las infraestructuras de telecomunicaciones en edificios, en el marco del Plan de Recuperación, Transformación y Resiliencia (Financiado por la Unión Europea-Next Generation EU)..","24921 - Subvenciones destinadas a la realización de diversas actuaciones de mejora de las infraestructuras de telecomunicaciones en edificios, en el marco del Plan de Recuperación, Transformación y Resiliencia (Financiado por la Unión Europea-Next Generation EU)..",2,"Familia 2. Subvenciones, becas y premios",20,Vivienda y urbanismo,Consejería de Política Industrial y Energía,A01041433,A,True,04/01/2023,
